10;8;2.00
20;8;2.70
6;9;4.20
7;9;4.50
8;9;4.70
9;9;4.00
11;9;5.50
2;10;0.30
3;10;0.50
5;10;0.30
10;10;0.50
14;10;0.50
20;10;1.00
1;4;0.50
2;4;0.30
3;4;0.50
4;4;0.50
5;4;0.50
6;4;0.50
7;4;0.50
8;4;0.50
9;4;0.30
10;4;0.60
11;4;1.00
12;4;0.80
13;4;2.00
14;4;0.50
15;4;0.30
16;4;1.50
17;4;1.00
18;4;0.50
19;4;0.40
20;4;0.50
1;6;0.30
2;6;0.40
5;6;0.50
6;6;0.50
7;6;1.00
8;6;0.50
9;6;0.50
10;6;0.40
13;6;1.50
15;6;1.00
17;6;2.50
18;6;1.00
19;6;0.40
20;6;0.50
1;1;1.00
2;1;1.00
5;1;1.50
8;1;0.50
14;1;2.00
15;1;1.00
20;1;1.00
1;3;1.00
2;3;1.00
3;3;1.00
4;3;1.00
5;3;1.00
6;3;1.00
7;3;1.00
8;3;0.50
9;3;0.70
10;3;1.00
11;3;1.00
12;3;1.10
13;3;2.00
14;3;1.00
15;3;1.00
16;3;1.00
17;3;1.00
18;3;1.00
19;3;1.00
20;3;0.60
1;2;0.40
2;2;1.00
5;2;0.50
8;2;0.50
14;2;1.00
15;2;0.70
20;2;0.40
2;11;1.00
3;11;1.00
5;11;0.50
6;11;0.50
7;11;0.30
12;11;0.80
13;11;0.30
14;11;1.50
15;11;0.30
16;11;2.00
18;11;0.30
20;11;1.00
1;7;1.50
2;7;1.00
5;7;1.00
7;7;0.50
8;7;0.50
9;7;1.00
15;7;0.50
16;7;1.00
17;7;3.00
18;7;2.00
19;7;2.00
1;5;2.00
2;5;2.00
5;5;2.00
6;5;2.00
7;5;2.00
15;5;2.00
18;5;2.00
19;5;2.00
1;12;0.30
4;12;0.50
5;12;0.20
6;12;0.30
7;12;0.20
8;12;0.30
9;12;0.50
10;12;0.50
11;12;0.50
12;12;0.30
13;12;0.20
14;12;0.50
15;12;0.20
16;12;0.50
17;12;0.50
18;12;0.20
19;12;0.20
20;12;0.30
